"AIGCDescription,BAInfo,CategoryType,adAuthorization,adLabelVersion,aigcLabelType,author.commentSetting,author.downloadSetting,author.duetSetting,author.ftc,author.id,author.isADVirtual,author.isEmbedBanned,author.nickname,author.openFavorite,author.privateAccount,author.relation,author.secUid,author.secret,author.signature,author.stitchSetting,author.ttSeller,author.uniqueId,author.verified,authorStats.diggCount,authorStats.followerCount,authorStats.followingCount,authorStats.friendCount,authorStats.heart,authorStats.heartCount,authorStats.videoCount,collected,createTime,desc,digged,diversificationId,duetDisplay,duetEnabled,duetInfo.duetFromId,forFriend,id,isAd,itemCommentStatus,itemMute,item_control.can_repost,music.album,music.authorName,music.duration,music.id,music.isCopyrighted,music.original,music.title,officalItem,originalItem,playlistId,privateItem,secret,shareEnabled,showNotPass,stats.collectCount,stats.commentCount,stats.diggCount,stats.playCount,stats.shareCount,statsV2.collectCount,statsV2.commentCount,statsV2.diggCount,statsV2.playCount,statsV2.repostCount,statsV2.shareCount,stitchDisplay,stitchEnabled,textLanguage,textTranslatable,video.VQScore,video.bitrate,video.claInfo.captionsType,video.claInfo.enableAutoCaption,video.claInfo.hasOriginalAudio,video.claInfo.originalLanguageInfo.canTranslateRealTimeNoCheck,video.claInfo.originalLanguageInfo.language,video.claInfo.originalLanguageInfo.languageCode,video.claInfo.originalLanguageInfo.languageID,video.codecType,video.definition,video.duration,video.encodeUserTag,video.encodedType,video.format,video.height,video.id,video.ratio,video.size,video.videoQuality,video.volumeInfo.Loudness,video.volumeInfo.Peak,video.width,vl1,collectedTime,isECVideo,item_control.can_comment,item_control.can_creator_redirect,item_control.can_music_redirect,item_control.can_share,video.claInfo.noCaptionReason,poi.address,poi.category,poi.city,poi.cityCode,poi.country,poi.countryCode,poi.fatherPoiId,poi.fatherPoiName,poi.id,poi.name,poi.province,poi.ttTypeCode,poi.ttTypeNameMedium,poi.ttTypeNameSuper,poi.ttTypeNameTiny,poi.type,poi.typeCode,music.playUrl,brandOrganicType,event.event_id,event.event_start_time,event.has_subscribed,event.title,author.roomId,audio_to_text",desc,stats.playCount,stats.diggCount,stats.shareCount,stats.commentCount,video.duration,clean_desc,hashtags,engagement_rate
",,120,False,0,0,0,0,0,False,6980383266441184283,False,False,Thiệp Flycam✈️,False,False,0,MS4wLjABAAAAK7NUW5bu-hNomAe0yYEoSPph9byzIUePNcdUEfzE6y92WAObJxGIN-VyeA-nmfvx,False,""❤️ Review Cảnh Đẹp 98 BG  ❤️",,0.0,0.0,0.0,0.0,0.0,,[],0
   Flycam Giá Rẻ Ở Giỏ Hàng👇 ,,0.0,0.0,0.0,0.0,0.0,,[],0
"Liên hệ 098.88.13460"",0,False,duongvanthiep98,False,10200,31500,388,0,525700,525700,258,False,1730011653,Cách tự biến air 3 thành air 3s tại nhà đơn giản cho anh em #thiepdangyeu #thiepflycam #gaixinhtiktok #mavic3 #denflycam #xuhuongtiktok2024 #flycam4k #flycamvietnam #dji #flycam #huongtiktok #xuhuong #fyp #air3 #mavicair2,False,10067.0,0,True,0,False,7430343448848370952,False,0,False,True,,Thiệp Flycam✈️,13,7430343478992751376,False,True,nhạc nền - Thiệp Flycam✈️,False,False,,False,False,True,False,179,89,2362,132500,110,179,89,2362,132495,0,110,0,True,vi,True,71.3,1112960,,True,True,,,,,h264,540p,13,,normal,mp4,576,7430343448848370952,540p,1817882,normal,-9.3,1.0,1024,False,1738793530,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7328775554920219649,False,False,Nguyễn Huy Drone ✈️,False,False,0,MS4wLjABAAAAUFNIyILH7YrTA5dAxT_M3nkW7cN2ZQ_vQuslq1MgjAwRrNNN9Wy56Q2fO8VBaICQ,False,""Mua bán sửa chữa drone không người lái DJI",,0.0,0.0,0.0,0.0,0.0,,[],0
"086.5560.340"",0,False,nghuydrone2926,False,1679,60300,4,0,442500,442500,144,False,1716875065,Mavic 3 cũng chỉ là cái quạt thôi 🤣✈️ #fybシviral #dji #djidrone #flycam #fypシ ,False,10067.0,0,True,0,False,7373922197825539345,False,0,False,True,,Phố Núi AQUA,21,7294115090830314241,False,True,nhạc nền - A M C H V ⚜️,False,False,,False,False,True,False,2295,469,35500,1200000,250,2295,469,35546,1213515,0,250,0,True,vi,True,64.68,3112939,,True,False,,,,,h264,540p,14,,normal,mp4,1024,7373922197825539345,540p,5484222,normal,-15.9,0.53703,576,False,1738793531,,,,,,3.0,""Ha Noi City, Vietnam"",Place and Address,Hanoi,1581129,,1562822,Hanoi,Hanoi,22535865204242600,Thạch Thất,,19a3a2,Places,Place and Address,District,0.0,,,,,,,,,",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,3,0,False,7021824036859823130,False,False,DJI VIỆT NAM,False,False,0,MS4wLjABAAAA850leLYf3sEug7VqyZOmHsJxV8JecRHPmB7ChW6gg_cOVURgVzHEJmu-1nN7V4L0,False,⚡️ DJI ⚡️,0,False,dji_vn,False,604,151100,290,0,1100000,1100000,393,False,1684906385,Xịn vãi ò #dji #inspire3 #drone #flycam ,False,10067.0,0,False,0,False,7236617800750566661,False,0,False,True,,Abdunur,8,7207072916020742918,False,True,оригинальный звук,False,False,,False,False,True,False,1553,120,19900,596800,318,1553,120,19922,596810,0,318,0,False,vi,True,64.74,1514307,,True,False,,,,,h264,540p,8,,normal,mp4,1002,7236617800750566661,540p,1621634,normal,-10.6,1.0,564,False,1738793532,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,True,2,0,0,3,0,False,6947831289257067521,False,False,Vlog Minh Hải,False,False,0,MS4wLjABAAAA4Kz5dSRnauA_MPzCFFta8Kg_xdAlv747uKYxrVXD50Eg5BbsgR3W99pGRP8bJDFD,False,""Contact for work",,0.0,0.0,0.0,0.0,0.0,,[],0
"💌 - vlogminhhai@gmail.com"",0,False,vlogminhhai,True,1526,940800,124,0,31500000,31500000,2707,False,1729252796,""Siêu Phẩm Đồng Hồ Kháng Nước, Theo Dõi Sức Khỏe Mỗi Ngày! #vlogminhhai #donghothongminh #khangnuoc"",False,10074.0,0,True,0,False,7427084193810615559,True,0,False,True,,Vlog Minh Hải,49,7427084240166177537,False,True,nhạc nền - Vlog Minh Hải,False,False,7418857094494898965,False,False,True,False,1996,738,21100,4900000,942,1996,738,21114,4896028,0,942,0,True,vi,True,67.11,1871177,1.0,True,False,True,vie-VN,vi,10,h264,540p,49,,normal,mp4,1024,7427084193810615559,540p,11492303,normal,-10.9,1.0,576,False,1738793362,1.0,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,bữa trưa này 300.000 chúng ta sẽ sở hữu một chiếc đồng hồ thông minh nghe gọi thoải mái theo dõi sức khỏe và có chế độ thể thao chuyên nghiệp bên cạnh đó nó có thể kháng nước bằng cách là chúng ta ném xuống bể bơi các bạn Thấy không Minh Hải đã nhảy xuống bể bơi 1 m 50 và 30 phút nhưng chiếc đồng hồ này vẫn hoạt động cực kỳ Ok Ngoài ra còn theo dõi sức khỏe cho chúng ta đo nồng độ OXY trong máu chất lượng giấc ngủ và nhịp tim nó còn có hơn 100 chế độ chuyên nghiệp về thể thao và 1 đổi 1 trong vòng 30 ngày dương linh kiện các bạn được bảo hành lên đến 6 tháng hãy nhanh tay vào giỏ hàng để rinh ngay em vun Giáp này về với mức giá độc quyền không dành cho bất cứ một ai dưới 300.000đ",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7342145513729623041,False,False,Tùng Smartwatch,False,False,0,MS4wLjABAAAAJ6ZwIdRBZIR4L1zNcvgz1TobhfBXgsYqdpECiPTmrZsDrb1Vb82oGfazpAzjwqnk,False,Contact for work: tungdt2210@gmail.com,0,False,tng.smartwatch,False,49,5536,1,0,17000,17000,28,False,1720432661,Giá đang tốt anh em tranh thủ săn nhé #tungsmartwatch #donghothongminh #smartwatch #mibro #gspro #mibrogspro ,False,10067.0,0,False,0,False,7389201983682399489,True,0,False,True,,Tùng Smartwatch,114,7389202040972724993,False,True,nhạc nền - Tùng Smartwatch,False,False,,False,False,True,False,389,427,2719,346300,228,389,427,2719,346292,0,228,0,False,vi,True,73.34,1613441,1.0,True,True,True,vie-VN,vi,10,h264,720p,114,,normal,mp4,1280,7389201983682399489,720p,23031884,normal,-16.6,0.74131,720,False,1738793363,1.0,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,mibro GS pro luôn là một mẫu đồng hồ được cực kỳ nhiều anh em săn đón bởi vẻ đẹp và tính năng của nó luôn Nếu anh em đã xem đến đây thì chắc chắn là anh em đã quá mê mẩn với vẻ đẹp của con jsr này rồi Vậy nên là em sẽ tóm gọn lại nó trong 5 ý chính thôi nha đầu tiên là quả màn hình oled 1.4 in siêu sắc nét luôn đi kèm với đó là độ sáng lên đến 1.000 lít nhưng mà lại có mức pin có thể lên đến 24 ngày anh em nha Với mức chống nước là 5 ATM thì anh em có thể mang đi bơi được luôn nha đồng hồ em đeo Thi thoảng bẩn em toàn mang ra ngoài nước em rửa cho nhanh micro còn cẩn thận đến nỗi làm thêm cho anh em tính năng đẩy nước ra khỏi loa bằng sóng siêu âm bên cạnh đó họ cũng trang bị thêm cả tính năng tự động cân bằng độ sáng màn hình cảm biến theo môi trường nha Thứ hai là jsr vẫn được trang bị đầy đủ tính năng về nghe gọi và nhận thông báo tin nhắn lưu danh bạ được xem nhật ký cuộc gọi được và Quay số gọi điện trực tiếp trên đồng hồ được luôn thứ ba đó là em này vẫn được trang bị đầy đủ các chế độ tập luyện thể thao và anh em sẽ có thêm cả GPS độc lập để đo đạc chính xác hơn Trong quá trình tập luyện nha Thứ Tư đó là em này cũng có đầy đủ các chế độ đo sức khỏe như là đo nhịp tim này đo oxy đo chất lượng giấc ngủ đo mức độ căng thẳng nha Thứ năm là jsr sẽ có rất là nhiều các tính năng phụ khác như là tìm điện thoại này dự báo thời tiết này hẹn giờ bấm giờ báo thức trình điều khiển phát nhạc máy tính rồi tính toán Xem lịch để la bàn này đo calo tiêu thụ hàng ngày này rồi là đo cả độ cao và đo cả áp suất không khí được luôn tích hợp được cả thẻ NFC và có cả trợ lý giọng nói luôn nha có một cái nữa là khả năng vuốt chạm của con này nó mượt cực kỳ luôn anh em ạ Vẫn có cử chỉ giơ tay sáng màn với cả là màn hình aod luôn hiển thị nha anh em khi mua micro js Pro thì anh em sẽ có hai bộ dây đó là dây silicon đen và sẽ có thêm một bộ dây vải nhé anh em Linh đặt mua sản phẩm em sẽ để ở giỏ hàng phía góc trái màn hình anh em nhớ bấm vào xem nha Cảm ơn anh em rất là nhiều",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,3,0,False,6772791521395344386,False,False,Duy Luân Dễ Thương,False,False,0,MS4wLjABAAAAinEcRdKGLux-Xx8OjCk3dbxJ0UlxHwWUh_WE6HDkgJK5FSo2pwvseE-pGoBlOTtw,False,""Mình thích công nghệ, nhà cửa, smarthome, nghề làm engineer. luan@lighton.tech"",0,False,duyluandethuong,True,3572,1100000,2164,0,17200000,17200000,1243,False,1692846147,""Smartwatch giờ không mắc nhưng vẫn có màn hình đẹp, nghe gọi được từ đồng hồ #LearnOnTikTok #ThanhCongNghe "",False,10067.0,0,True,0,False,7270718825467809029,False,0,False,True,,Duy Luân Dễ Thương,152,7270718858863545093,False,True,nhạc nền - Duy Luân Dễ Thương,False,False,,False,False,True,False,1540,354,10700,820900,787,1540,354,10698,820852,0,787,0,True,vi,True,72.18,711388,1.0,True,True,True,vie-VN,vi,10,h264,540p,152,,normal,mp4,1024,7270718825467809029,540p,13573914,normal,-16.6,1.0,576,False,1738793366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""một con lắc watch giá rẻ nghe gọi trực tiếp được ngay từ đồng hồ màn hình thật sự rất xuất sắc luôn và thiết kế cũng đẹp Quan trọng là thời gian dùng pin đủ lâu có đồng hồ này là kia snack KS pro để có thể xem là dòng cao cấp nhất của Kia flash ở Việt Nam tính tới thời điểm hiện tại chỉ có đồng hồ này để mình ấn tượng nhất chính là cái màn hình của nó các bạn thấy đây là một cái màn hình rất to nha 2,01 inch Amoniac độ sáng của nó đủ cao để khi mà mình chạy ngoài đường 12 giờ trưa Giữa Trời Nắng Sài Gòn vẫn có thể xem được thoải mái độ phân giải của nó cũng cao nữa so với lại những cái đối thủ khác ở trong cùng các phân khúc của Kia sát két rùa thì hiếm có con nào được cái màn hình ngon như thế này ngoài ra mình còn thích con kia sát khác rồi bởi vì thiết kế của nó nữa cái thiết kế này làm cho mình nhớ tới khóa sunra Tất nhiên không thể nào So được với một con đồng hồ mà gấp mấy chục lần Giá hết nhưng mà mình thích cái cách mà khi tác Họ làm cái vần này nó nổi lên nè các bạn nhìn nó ấn tượng và nhìn nó đẹp lắm các bạn vẫn có hai cái nút cứng trong đó có một cái núm xoay để các bạn điều khiển và duyệt qua cái giao diện Cái đồng hồ này chạy hệ điều hành là kia flash OS nó hỗ trợ tất cả những cái tính năng Tracking thể thao ví dụ như là có 100 Môn thể thao này có cảm biến nhịp tim đo được nồng độ spo2 trong máu theo dõi giấc ngủ những tính năng rất cơ bản là bây giờ cosmax web nào cũng có hết ngoài ra các đồng hồ này cũng có thể nghe gọi được trực tiếp Bởi vì nó có loa và micro khi mà có cuộc gọi tới các bạn có thể chấp nhận hoặc là từ chối cuộc gọi nè và chất lượng loa Micro của nó đủ dùng trong môi trường trong nhà mình chưa từng thấy con đồng hồ nào mà đi ngoài đường chạy xe máy mà có thể nghe gọi một cách thoải mái hết chưa có thể dùng với cả điện thoại Android lẫn iPhone không có gì phải lo lắng trước đây những con đồng hồ của Kia flash giá của nó tốt thật nhưng mà thời gian dùng pin chỉ được khoảng 1 2 ngày thậm chí 3 ngày thôi nhưng bây giờ thì con cá rô nó đã khắc phục được nhược điểm đó Và trong quá trình test thực tế của mình mình có thể test được tới 4 5 ngày trong đó có cả những cái ngày mà mình đi ra ngoài đường rất nhiều và mình nhận thông báo mình nhận cuộc gọi ở trên cái đồng hồ này và nó giúp cho con kia nó ksl này có thể tự tin cạnh tranh được với những con ví như là của redmi hay là của Amy fit trong các phân khúc giá rẻ và bây giờ với con kia nó KS pro mình cũng có thể tắt cái tính năng always on Display đi tại vì bây giờ giơ cổ tay lên là màn hình hiện ra rồi không cần cái iod làm gì cho nó tốn pin ha lưu ý là con đồng hồ này có chống nước ip68 tức là các bạn đi mưa được không Sao rửa tay văn nước vô cũng không sao nhưng mà không đem nó đi bơi được nha và thật ra thì nó cũng không có cái môn bơi để mà các bạn Tracking luôn ở trong tầm giá của nó thì kia slack KS pro là một cái lựa chọn mà mình thấy là rất hấp dẫn nó cân đối được về mặt thiết kế về mặt pin về mặt màn hình và những gì mà các bạn có được là đương nhiên đầy đủ giống như là mọi cosmart watch khác có luôn cả nghe gọi trực tiếp mà rồi cảm ơn các bạn nha Mình là gì luôn hay là về được Smart home Smart Watch và những món đồ công nghệ hay hay nhóm Follow và Thả tim để ủng hộ mình nha""",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,True,2,0,0,0,0,False,7326848284957328402,False,False,Hằng Du Mục Entertainment,False,False,0,MS4wLjABAAAAlVHmYCZcMpxxv5ObijXqkozPRe-TdR13c8m73RgUywUlofIGdFateXl3n3GCR0KM,False,Đây là kênh phụ của Hằng dùng để gắn các sản phẩm chính hãng Hằng đã từng live,0,False,hangkat66888,True,113,490300,22,0,2100000,2100000,79,False,1731241851,Đồng hồ thông minh S18 Hằng Du Mục #hangdumuc #hdmentertainment #hangdumucentertainment #teamhangdumuc,False,10067.0,0,False,0,False,7435627114717547794,True,0,False,True,,Hằng Du Mục Entertainment,56,7435627183462173457,False,True,nhạc nền - Hằng Du Mục Entertainment,False,False,,False,False,True,False,368,266,2342,359100,303,368,266,2342,359090,0,303,0,False,vi,True,65.9,724222,1.0,True,False,True,vie-VN,vi,10,h264,540p,56,,normal,mp4,1024,7435627114717547794,540p,5142974,normal,-13.6,0.71614,576,False,1738793367,1.0,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,gọi đến rồi Mọi người ơi đã gọi đến rồi nha tao đã gọi đến rồi đấy các bạn có thể thấy được nó có thể gọi điện cho nhau được luôn có những cái chức năng đặc biệt như thể dục nè đó các bạn có thể nhấn vào đây mình sẽ kiểm soát được cái vấn đề chạy của mình lại đi bộ này nhé rồi chạy trong nhà rồi tất cả rất nhiều nhảy dây rồi Đánh bóng chuyền cầu lông bóng bàn tùm lum hết trơn á đứa nào hoàn toàn có thể kiểm soát được nhé rồi gọi điện thoại này đo nhịp tim đo lượng oxy trong máu nè đo huyết áp này quản lý giấc ngủ nè đo nhiệt độ cơ thể đặc biệt mọi người ơi những lúc này mọi người để cảm cúm bị sốt các bạn không cần phải có những máy đo nhiệt độ các bạn có thể biết được nhiệt độ cơ thể của mình là bao nhiêu có viết tắt không Chị ơi Tik Tok Tik Tok đúng không mọi người này có phải cái Tik Tok của tụi mình không Đây đúng chính xác là tính toán của tụi mình không tao nha mấy bà ha rồi Tức là điện thoại của mọi người có chức năng gì đồng hồ này nó có chức năng đó kháng nước trong khoảng thời gian 30 phút ở độ sâu 1 m và bảo hành trong vòng 12 tháng 1 tháng đầu tiên nổ với nhà sản xuất một",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7291196496538813445,False,False,Smart products shop,False,False,0,MS4wLjABAAAAawrIClZLmcW6zAhiSIXzNR0YSV0WY6x2-ej-hT1G7LdpUGjknAaVprBsTMpd3lNk,False,,0,True,smartproducts.shop,False,90,2263,19,0,10600,10600,581,False,1719916561,""Đồng hồ thông minh mới năm 2024, hỗ trợ nhiều chức năng như nghe gọi điện, trợ lý giọng nói, NFC, đo lường vận động, sức khỏe. Thật là một chiếc đồng hồ vừa tiện ích vừa thực dụng. #đồnghồthôngminh #đồnghồ #Technology #Smartdevice #Watch #côngnghệ #Smartwatch "",False,10067.0,0,True,0,False,7386985358971440385,True,0,False,True,,Smart products shop,28,7386985548449860368,False,True,nhạc nền,False,False,,False,False,True,False,15,4,221,35600,6,15,4,221,35588,0,6,0,True,vi,True,73.69,2925425,1.0,True,True,True,vie-VN,vi,10,h264,540p,28,,normal,mp4,1024,7386985358971440385,540p,10461321,normal,-8.2,1.0,576,False,1738793368,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,""đồng hồ mà có thể mở khóa cửa thông minh Bạn thông tin đúng không Nhưng mà em đồng hồ là 6 giờ này có thể làm được điều đó nhé cho anh chị em mình xem nào đây là một chiếc mở khóa cửa thông minh đúng không mở được khóa cửa ngoài ra nhé Em đồng hồ này có thể thay đổi cho mình hơn 2000 màn hình giao diện này hai chị em nhìn thấy đâu Ngoài ra thì có thể nghe gọi điện thông báo mà không cần sim luôn nhé đặc biệt là các chế độ tập luyện thể dục thể thao này đó theo dõi sức khỏe của Saka hàng ngày luôn ngày hôm nay nhé Chưa đến 1,6 kg thì nhanh tay vào trong slide để thăm em gái""",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7350209617862083592,False,False,FC.Hằng Du Mục 01,False,False,0,MS4wLjABAAAA7m7kITcWoQhQmSI1Dbo6XpQ4PdboaRq4xVnUhg-o_Pn7_ZVRm87vij5Jsd0OWayo,False,""Follow tôi nhé, cảm ơn bạn"",0,True,fchangdumuc01,False,87,3564,5,0,28200,28200,7,False,1727700035,Đồng hồ thông minh đang hót mọi người nha #donghothongminh #hangdumuc,False,,0,False,0,False,7420415122180410645,False,0,False,True,,FC.Hằng Du Mục 01,79,7420415189894630161,False,True,nhạc nền - FC.Hằng Du Mục 01,False,False,,False,False,True,False,593,240,4012,549100,331,593,240,4012,549136,0,331,0,False,vi,True,66.85,948663,1.0,True,False,True,vie-VN,vi,10,h264,540p,79,,normal,mp4,1024,7420415122180410645,540p,9408722,normal,-17.0,0.87096,576,False,1738793369,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,đồng hồ thông minh dùng chức năng cực hot của chị Hằng dư 1 hằng đẳng thức xong rồi cần phải nghe điện thoại bên ngoài thì hàng ít cho nên hàng thấy cái việc mà gắn sim vào đồng hồ đối với bản thân có hàng thì nó đang hơi thừa nhưng bạn nào Mọi người cần thì mọi người mua lại gắn sim Còn nếu không thì các bạn mua dòng này thì nó làm mỏng hơn nhé mọi người dòng này mỏng hơn này Đây là ghi nhận Đây là cái đồng hồ quá ha nó mỏng hơn nhẹ hơn đẹp hơn nhưng chỉ có cái là không gắn sim được thôi cũng nhiều chức năng lắm nhiều chức năng nha mấy bạn cực kỳ nhiều chức năng theo dõi nhịp tim bản ghi cuộc gọi đồng hồ báo thức cuộc gọi đến cuộc gọi qua bluetooth đó nó sẽ có những cái ở đây chuyển hình ảnh thành ví dụ hàng thêm vô nhé đó chọn từ album ảnh này thằng thêm vô một cái hình ảnh của Hằng là hàng Ví dụ nha hàng thêm đại một cái hình ảnh này vô hàng thêm đại một cái này vô Ví dụ như mọi người lấy cái này bỏ cài đặt hình nền nhé Hằng sẽ nhấn giữ nè hình set đây đây đây đây đó là lập tức nó lên rồi Nó đang làm một cái hình nền rồi nha mấy bà ê đây mọi người thấy này Hình nền này Cho nên là hình nền luôn rồi đó Hình nền đồng hồ có thời gian giờ trên này luôn á thời lượng pin cái này mọi người xài trong khoảng tầm 4 ngày đối với nhau là chị ơi Kim dòng này nha ghi dòng này nhá cái dòng này thì mọi người xài trong khoảng tầm 4 ngày Nếu như các bạn nữ thì hàng khuyến khích mọi người sử dụng cái dòng này còn nếu như nghe nhạc nhá khai trương",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7342145513729623041,False,False,Tùng Smartwatch,False,False,0,MS4wLjABAAAAJ6ZwIdRBZIR4L1zNcvgz1TobhfBXgsYqdpECiPTmrZsDrb1Vb82oGfazpAzjwqnk,False,Contact for work: tungdt2210@gmail.com,0,False,tng.smartwatch,False,49,5536,1,0,17000,17000,28,False,1712241686,Đẹp thực sự anh em ạ #tungsmartwatch #donghothongminh #smartwatch #mibro #lite2 #mibrolite2 ,False,10067.0,0,False,0,False,7354022000832171281,True,0,False,True,,Tùng Smartwatch,46,7354022056503134992,False,True,nhạc nền - Tùng Smartwatch,False,False,,False,False,True,False,222,213,1648,209200,110,222,213,1648,209161,0,110,0,False,vi,True,71.3,1212333,1.0,True,True,True,vie-VN,vi,10,h264,540p,46,,normal,mp4,1024,7354022000832171281,540p,7092152,normal,-17.0,1.0,576,False,1738793371,1.0,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,Nếu anh em nào đang tìm một con hổ mang cái vẻ đẹp thanh lịch cổ điển nhưng vẫn pha trộn được sự hiện đại và tương lai trong đấy thì không thể nào bỏ qua được em này nha em biết là anh em ạ nên để tiết kiệm thời gian cho em thì em xin tóm gọn lại nó trong 59 thôi Thứ nhất là PIN 14 ngày thứ hai là chống nước 2 ATM đi mưa rửa tay và đi tắm được đấy có tính năng đẩy nước ra khỏi loa bằng 6 siêu âm thứ ba là có thể nghe gọi được trực tiếp trên đồng hồ khi kết nối điện thoại thứ tư là nhận đầy đủ thông báo tin nhắn nha và thứ năm này có đầy đủ các chế độ tập luyện thể thao và đo sức khỏe như là đo nhịp tim Chất lượng giấc ngủ mức độ căng thẳng nồng độ OXY Đấy đấy là 5 ý chính tóm tắt cho con lai 2 này và chi tiết sản phẩm em sẽ để hiểu rõ hai góc trán hình anh em nhớ bấm vào xem giúp em nha",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,6827051999046517761,False,False,Kpro Store,False,False,0,MS4wLjABAAAA7jvDHR5P62VqddpVv2oZkkU7_yHU96RHgA956OKEopPT6BcdphCO47iUfLYBtvwI,False,""Store uỷ quyền S9 smartwatch 5G",,0.0,0.0,0.0,0.0,0.0,,[],0
BH uy tín 3 tháng đổi mới,,0.0,0.0,0.0,0.0,0.0,,[],0
"Live 17h-19h hằng ngày"",0,True,kprostore,False,12,6160,0,0,11500,11500,18,False,1726576831,""Siêu phẩm đồng hồ thông minh S9/S16 Pro gen 3 lắp sim nghe gọi, sử dụng mạng 4G, ram 4gb/64 chạy android 8.1 tải mọi app, camera xoay 180 độ, có gps sử dụng gg map, bluetooth, loa to... pin 1400mah #s9pro5g #s9pro #s16pro #s10progen2 #smartwatch #donghothongminh #dongholapsim #s9ultra5g"",False,10067.0,0,False,0,False,7415590998551678226,True,0,False,True,,Kpro Store,43,7415591034702400257,False,True,nhạc nền - Kpro Store,False,False,,False,False,True,False,420,271,2567,523700,260,420,271,2567,523747,0,260,0,False,vi,True,70.01,983026,1.0,True,True,True,vie-VN,vi,10,h264,540p,43,,normal,mp4,1024,7415590998551678226,540p,5375314,normal,-19.5,0.83176,576,False,1738793372,1.0,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,một chiếc đồng hồ đang tận 4 giờ điện thoại của bạn tin được không đồng hồ S9 pro có thể lắp sim nghe gọi sử dụng mạng 5G phát wi-fi có Google Store có thể tải mọi ứng dụng bạn thích như mạng xã hội fb Tik Tok ipz nào mát có GPS có thể sử dụng Google khi đi đường rất tiện lợi Không cần phải tra điện thoại Ngoài ra còn có Face ID cực kỳ xịn xò bảo mật tuyệt đối Tải mọi game như liên quân free fire pubg và đặc biệt camera 190 độ có thể quay phim chụp ảnh và video call không giới hạn Nỗi Đau Lòng",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,3,0,False,7250904594602034181,False,False,ÁNH ĐỒNG HỒ 2024,False,False,0,MS4wLjABAAAAzsKBJlgLh3YYvokcSJ-M6mR6ncXXisO6bW2CwcatD_rD8Hq-uA1TPJNUZT7SRukh,False,Mọi người mua hàng liên hệ 0.3.6.2 và 0.7.8 và 8.1.5,0,False,anhdongho555,False,213,23400,229,0,102700,102700,404,False,1704613597,Đồng hồ lắp sim dành cho bé có chức năng giống như 1 chiếc đt#anhdongho555 #donghothongminh #y58c ,False,10067.0,0,True,0,False,7321259614534749458,False,0,False,True,,ÁNH ĐỒNG HỒ 2024,37,7321259713524681474,False,True,nhạc nền - Ánh Đồng Hồ Chất,False,False,0,False,False,True,False,256,454,1201,175500,375,256,454,1201,175498,0,375,0,False,vi,True,72.76,972608,1.0,True,True,True,vie-VN,vi,10,h264,540p,37,,normal,mp4,1024,7321259614534749458,540p,4547674,normal,-14.9,0.97724,576,False,1738793374,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,một sản phẩm đồng hồ dành cho các bé mà ba mẹ không nên bỏ qua đồng hồ gồm ba màu đen hồng và trắng thay thế giao diện hình nền khác nhau ứng dụng thì đa dạng như một chiếc điện thoại nhà có chơi game phở bò giò lụa bao nhiêu rộng hơn nữa có thể lướt tóc thoải mái chụp hình Thậm chí có thể xem lại những bức hình với chú lắp sim nghe gọi hai chiều đồng hồ có thể nhận cực kỳ chính xác ba mẹ đã ứng rồi nhấp nháy vào giỏ hàng nha",,0.0,0.0,0.0,0.0,0.0,,[],0
