Author ID,Nickname,Unique ID,Verified,Followers,Total Likes,Signature,Profile Picture
6978921645986890753,Khải Trung Blog,nkt1197,False,1013,3261,"Đam mê những cung đường. Nơi chia sẻ những chuyến đi...
🇱🇦 🇹🇭 🇰🇭 🇨🇳 +",https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/394418fabccab79c38d15a78a9a9bbb5.jpeg?lk3s=a5d48078&nonce=39119&refresh_token=e43b0bb2c56638fb5caf7f4f7049696f&x-expires=1738990800&x-signature=M2EmTexDgerAEPwbUtcjHT93tXk%3D&shp=a5d48078&shcp=b59d6b55
6553119348427341826,Sang Hi ne,sanghine,False,122200,4100000,"Insta: sang_hiiiiii
Link đồ tui sài ở đâyy",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ea7f0621b56579c3ccf7ac50031e2a01.jpeg?lk3s=a5d48078&nonce=70525&refresh_token=97261c58ef12be6db7da8f1e327d99f6&x-expires=1738990800&x-signature=3ZhzA7jm1hzYOt5Pn99S6dj3YYw%3D&shp=a5d48078&shcp=b59d6b55
7304985117700785153,Kitty🧚🏻,queink3,False,72300,2100000,🫶,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2a161e6405fc9d44bd488c7c1788d3c5.jpeg?lk3s=a5d48078&nonce=11003&refresh_token=7181a400ea6ecc56a63a92aae46cf29a&x-expires=1738990800&x-signature=FlQ0Uaet3UmAza%2FpV%2FyNZaSwNNk%3D&shp=a5d48078&shcp=b59d6b55
6893172748320343042,vivuhonson,vivuhonson,False,29200,55300,Khách Sạn Lại Sơn-Hòn Sơn,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/16298d8f5827223bd14141a4fd90298f.jpeg?lk3s=a5d48078&nonce=4098&refresh_token=be46d9ff38caf2c4a7eaf01f62e5b4ca&x-expires=1738990800&x-signature=fTUFdH8rpZP%2BdRVoVgzv%2Fq9Fh%2B4%3D&shp=a5d48078&shcp=b59d6b55
7200288773325472795,Sabrina Uyên Lưu,sabrina.uyenluu,False,186800,8100000,"beauty | fashion | home & living 🌷
tất cả products mình dùng👇",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/42506dba9dc65dedcab5f7aada97a524.jpeg?lk3s=a5d48078&nonce=60502&refresh_token=84c6280974e9e51103291c0f738de685&x-expires=1738990800&x-signature=djsl3c81Un4qpxWXOYkVjsBCO%2BE%3D&shp=a5d48078&shcp=b59d6b55
7348705128625456135,𝑯𝒖𝒚𝒆̂̀𝒏 𝑫𝒊𝒆̣̂𝒖🦋,_hhdieuu_7,False,1185,66700,📩,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/aff215ae6d6250355e28126aaa88c34d.jpeg?lk3s=a5d48078&nonce=68523&refresh_token=2c6af4b84379b36103799f88dc7d61ab&x-expires=1738990800&x-signature=txfwl3fXdX4J15XMZt%2BV7LSI4YY%3D&shp=a5d48078&shcp=b59d6b55
7280339725633061895,Đạt đi đây đó,datdidaydo.bmt,False,58,944,Thích đi đây đó khám phá,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7280340417781399559.jpeg?lk3s=a5d48078&nonce=45889&refresh_token=453e266e9a2ca47e1d10edb694de4654&x-expires=1738990800&x-signature=OcbCUS8iZ6zA88whTVeod2vcnJQ%3D&shp=a5d48078&shcp=b59d6b55
6858937451714561026,Review Du Lịch VN,reviewdulich,False,148800,3000000,Hotline để được tư vấn cho bạn các chuyến đi hoàn hảo: 𝟬𝟯𝟴.𝟵𝟮𝟵𝟲.𝟯𝟰𝟱,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/215991b1c42dd246262f2bb1b700887b.jpeg?lk3s=a5d48078&nonce=86935&refresh_token=21dd5fe258467530334187689fdc8daf&x-expires=1738990800&x-signature=WHpcn6Yz1F1pelVPcxXgaCwUCNs%3D&shp=a5d48078&shcp=b59d6b55
6612610435693608961,Phạm Đức Anh,da1410____,False,1851,130500,"Nóc nhà của mình 
👇
@Thuỳ Dương",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fdd6003c6e85b032c7d56e67f8deb99d.jpeg?lk3s=a5d48078&nonce=87834&refresh_token=f2b18547913667838da0b995b549fd48&x-expires=1738990800&x-signature=qUckUvODzO7eRgcLSl9gK0z2ZOA%3D&shp=a5d48078&shcp=b59d6b55
6671848607039733762,Giang Paris,cuchoamiiiii,False,68500,1000000,"𝘍𝘣 : 𝘎𝘪𝘢𝘯𝘨 𝘗𝘢𝘳𝘪𝘴
𝘐𝘨 : 𝘤𝘶𝘤𝘩𝘰𝘢𝘮𝘪𝘪_🕊",https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d2e3c4a6b2789bee9af4c2817345f226~c5_100x100.jpeg?lk3s=a5d48078&nonce=55554&refresh_token=79093cc53894c5dd7f251967173ec286&x-expires=1738990800&x-signature=jKBKBwY4m8ziTEoWxOtBxSg1NgA%3D&shp=a5d48078&shcp=b59d6b55
7407359377252926472,Hà Giang Cùng Tự,hagiangcungtu,False,3382,92000,"Acc phụ ""Tự Muốn Đi Muôn Nơi"" Boooking Hà Giang !
0️⃣3️⃣3️⃣5️⃣2️⃣0️⃣7️⃣6️⃣6️⃣8️⃣",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/719f261a3d54bf46f4e0a9c6f71bb3ad.jpeg?lk3s=a5d48078&nonce=27493&refresh_token=2b2dcf40c68f82237e0cf213116648b8&x-expires=1738990800&x-signature=9urDOL7EUxXvOXGsQm1rVq1rgAA%3D&shp=a5d48078&shcp=b59d6b55
6559008185368739841,vilh,vilh_v,False,29500,1400000,🎞️youtube: vilh,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3145f7330af04a7ab2a0fe1facdae6e2.jpeg?lk3s=a5d48078&nonce=95270&refresh_token=64ddc3fe6717d46f2381536458b483ae&x-expires=1738990800&x-signature=ItCAIVO533tC1OM%2BeNnnZSKCFe8%3D&shp=a5d48078&shcp=b59d6b55
7275561370740769793,BaoTranHuynh,baotranhuynh312,False,629,42300,Người yêu biển🌊,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/713d6baeff8f08ce1bc84d452252d1e3.jpeg?lk3s=a5d48078&nonce=48956&refresh_token=72a8e38372e0eaf6d20bbad860984df9&x-expires=1738990800&x-signature=M6er9K7FeJ8EmUY%2B53hrk82yxb8%3D&shp=a5d48078&shcp=b59d6b55
7216400887021995035,keo.stories 🌻,keo.taxua,False,3088,144600,"mình là mình, là mình ở một vùng đất nhỏ 🌿

📍Ta Xua, Son La, Viet Nam",https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/09fa026a950684352ac521d58e0d4f9b~c5_100x100.jpeg?lk3s=a5d48078&nonce=21841&refresh_token=c199c977c27a8e8dc8c6fa9852b914f1&x-expires=1738990800&x-signature=IX7VKgNbx9sHixt6eEm%2Btyd5Ubk%3D&shp=a5d48078&shcp=b59d6b55
6827477601859388417,Hải Đường,haiduong1t,False,105400,5400000,Biển và Đại dương,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0d942bd1309e4bc6b517e4d8e0658393~c5_100x100.jpeg?lk3s=a5d48078&nonce=14053&refresh_token=a04d98110b3a162ff78632231680213d&x-expires=1738990800&x-signature=qqa242%2FtWeEtyOVxj9kZr7Y0XV4%3D&shp=a5d48078&shcp=b59d6b55
7041248926439883777,@uyeennee đang niềng răng,uyeeneee,False,2382,74200,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a267e8b92172bb756848ee47f98375e2.jpeg?lk3s=a5d48078&nonce=70384&refresh_token=1621c2813d0110f3ead4e9dd932f7f78&x-expires=1738990800&x-signature=zVjGKMF8JVmaENuhsmkSmCSt8yY%3D&shp=a5d48078&shcp=b59d6b55
6801382609709843458,Thành Đạt🦖,thdatng610,False,183700,4800000,"Fb: Thành Đạt
Ig: dvthng
Direct for work📤",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/bc9df49c5314af4ffd9fd22263b13819.jpeg?lk3s=a5d48078&nonce=11918&refresh_token=7570fb52df1adb1f034a65aada7b5f66&x-expires=1738990800&x-signature=cCuMT52KDZwwQCQ6ronx7P8Srvg%3D&shp=a5d48078&shcp=b59d6b55
79605086681,oc,oc.mt,False,392,63000,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f2172405224966c2dd2d33f8257090e4~c5_100x100.jpeg?lk3s=a5d48078&nonce=81428&refresh_token=b606af4e298e607da735c5a6b63842d4&x-expires=1738990800&x-signature=6GYv0qI3v2gJmFPJBKOWwF9JBSY%3D&shp=a5d48078&shcp=b59d6b55
6963290050012660737,Hà,ig_mt.haf810,False,2762,154100,Ig : mt.haf810,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/62e910bc95ced583807b59900dc84a32.jpeg?lk3s=a5d48078&nonce=54145&refresh_token=c97942acb1aa13c450fd7d94a35b9af0&x-expires=1738990800&x-signature=Ppin4abt3kXfYLjAcCDndWAwiF4%3D&shp=a5d48078&shcp=b59d6b55
6541940407693066242,ryllah mata ♡,rylluuuuuh,False,241500,3100000,"𝘣𝘦𝘢𝘶𝘵𝘺 | 𝘧𝘢𝘴𝘩𝘪𝘰𝘯 | 𝘭𝘪𝘧𝘦𝘴𝘵𝘺𝘭𝘦
+ travel
☤",https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/9eab349d3b1a2084b40fc28a270330a3~c5_100x100.jpeg?lk3s=a5d48078&nonce=93870&refresh_token=dd191b0c5efb4929455814729050b132&x-expires=1738990800&x-signature=sSNh3JCPlANrQTBURVmVAHp4yzs%3D&shp=a5d48078&shcp=b59d6b55
7077903412780205058,Bơ đâyyy,trend_260904,False,5120,152600,"Ig: thutrend_26
Fb: Thu Trang 
🥑🥑🥑",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/91999191f324a8bb242cf601dd40e574.jpeg?lk3s=a5d48078&nonce=70828&refresh_token=365878307347084a3ed3cc2fc06fcace&x-expires=1738990800&x-signature=Q2A9HQH44yCNSqUBSM2Y6MxioeE%3D&shp=a5d48078&shcp=b59d6b55
7230270449686447110,Rose Flowers 🌺,roseflowernhatrang,False,1305,12700,"🌹Shop Hoa Tươi Hồng Nhung ( Hoa Tươi Nha Trang ) 🌹
📞0773457486-0375591584
!!!",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1fc3478f144b5ed322dc093d5f02fb1b.jpeg?lk3s=a5d48078&nonce=45545&refresh_token=553a1deb07a59dd7ac3b8a277e08578f&x-expires=1738990800&x-signature=UUUSuzZk2of9p%2B52VcfIdWX3LKk%3D&shp=a5d48078&shcp=b59d6b55
68404394125,Chang hay Trang,changhaytrang,False,4014,271700,IG: changhaytrang,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0f3bc5b98f8f333c36b19710c4d7e4c9.jpeg?lk3s=a5d48078&nonce=45863&refresh_token=bd2b2b3de62a4039d3efd2fc67b7b298&x-expires=1738990800&x-signature=6211IaISYwPMf2%2BPgtvDMF7dFoE%3D&shp=a5d48078&shcp=b59d6b55
7006917775253079067,Tí hon ~.~,ti_hon11,False,70500,2100000,"@Ping 🌼
Liên hệ cv qua ig : Tihon_203 🌿",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d1601cf224e92467efe4cd2203dbf23a.jpeg?lk3s=a5d48078&nonce=3834&refresh_token=ef2be5f8d0b528dc95dc4bb905506033&x-expires=1738990800&x-signature=k329s6kfrNMMMKxjM3skWG7KhVY%3D&shp=a5d48078&shcp=b59d6b55
6523040322673999873,Insta : nhimsoc13,13nhimsoc,False,96800,1700000,"IG : Nhimsoc13 
Những món đồ hay ho xinh xẻo ở đây nha👇🏻",https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/77139ffca1eba0af72f85993b260f82a~c5_100x100.jpeg?lk3s=a5d48078&nonce=6226&refresh_token=017d2129ad5930aba492f672bc69606c&x-expires=1738990800&x-signature=%2FcTgH7hHgA9fZ%2FOoojk8t2DYd94%3D&shp=a5d48078&shcp=b59d6b55
7013979311166358555,Yêu du lịch ✈️✈️✈️,yeudulich_90,False,34300,694300,Yêu du lịch ❤️,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8dc41b7e964b1f0aaee1abf16764564c.jpeg?lk3s=a5d48078&nonce=74468&refresh_token=0aa38203d72d9c9d7304539cfde1a47a&x-expires=1738990800&x-signature=flkGlMXPrg%2Fb%2BgfHUspXawupgG4%3D&shp=a5d48078&shcp=b59d6b55
6773197367560160258,_thhn0401,thhn0401,False,1023,24300,✌️ Mai Thanh Nga 🍀,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f5c8c9d4cee230b4ae1b7f6111e4e3e2.jpeg?lk3s=a5d48078&nonce=58143&refresh_token=5965670c7ded595a89de90a4d2c50893&x-expires=1738990800&x-signature=vqdbn3QDruZsjSiRlxg1w7bjxuo%3D&shp=a5d48078&shcp=b59d6b55
6916452711894549505,Poopy 🐬,babybu1011,False,2405,118900,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d4884cc5cad78dedefaab97d8133a0a8.jpeg?lk3s=a5d48078&nonce=18173&refresh_token=227f4961a578433fbbd06c3ea24f7358&x-expires=1738990800&x-signature=Vh3c%2BR6yf82ls6hzSlOVDcrTUhk%3D&shp=a5d48078&shcp=b59d6b55
6551554412270452738,@@@@,bichchau5599,False,1281,3380,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1f1cd1cc9f2977bbc501de8ee27c253a.jpeg?lk3s=a5d48078&nonce=25309&refresh_token=4352bfbf7a8d6ac31e095bdd28082fcb&x-expires=1738990800&x-signature=KCOGXVlL7aOCRE0FyJ48SFQy7h0%3D&shp=a5d48078&shcp=b59d6b55
6706386897936401414,Travel with Duyên,ttmduyenn,False,34800,741400,"For booking resort/ visa du lịch: Fb Trần Mỹ Duyên
Hotline: 0797 619 123",https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/14cf47b375c6163ad03a2c3cbefaaa47~c5_100x100.jpeg?lk3s=a5d48078&nonce=16303&refresh_token=36d700b4dd4e74e500d566ec9f0fdf72&x-expires=1738990800&x-signature=a%2B4XxxHBGmcnNgSXDtHgw8NaPvM%3D&shp=a5d48078&shcp=b59d6b55
6841535152629695489,Thành Phố Đà Lạt,tp.dalat,False,113700,1900000,Thành Phố Đà Lạt | RONG CHƠI ĐÀ LẠT GROUP | Contact 0979.419.193,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/26de7f10282215605f35eec6d556036d.jpeg?lk3s=a5d48078&nonce=87599&refresh_token=ad9cc26ffeb3130baa3b37028d166c54&x-expires=1738990800&x-signature=TrknC8LrcFuI85GXe8Gj3KsjAaY%3D&shp=a5d48078&shcp=b59d6b55
6589431636658503681,Hay Đi Cà Hê,haydicahe,False,1237,132700,Càphe chill ạ,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ff974911327e0d6bd5bf8dd5e3990131.jpeg?lk3s=a5d48078&nonce=43898&refresh_token=ab3865f9d6cf276f7244d0f39fe53ed8&x-expires=1738990800&x-signature=hP5UOUsz2I%2BD%2F6rmXjKAYdCQAxA%3D&shp=a5d48078&shcp=b59d6b55
6594042578319720450,UYÊN HAY ĐI,uyenhaydi,False,17500,1100000,"✨Follow để du lịch cùng mình nhé!!✨
Liên hệ Booking 👇",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/57492cf9c78f3d0bb5eaaf98c2013c4a.jpeg?lk3s=a5d48078&nonce=14186&refresh_token=b2575d8a9cb23a500bd955151f5b523c&x-expires=1738990800&x-signature=XUgXM0XjU0c0dkKHDwGCD%2BwAyIg%3D&shp=a5d48078&shcp=b59d6b55
6628513372190539778,⚜️ Thanh Trọng ✅,leezintok,False,12200,425000,🌈🌈🌈KÍCH GIỎ HÀNG BÊN DƯỚI ĐỂ LỰA CHỌN SẢN PHẨM BẠN ƯA THÍCH 🌈🌈🌈 👇👇👇,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a710839bdaf14069e52022d3c969e7ee.jpeg?lk3s=a5d48078&nonce=58879&refresh_token=f11682289f2f32e381f3c9583f7a604c&x-expires=1738990800&x-signature=cSd0k1NwBk5DzFLudrhevjMPqQk%3D&shp=a5d48078&shcp=b59d6b55
6625480844515524609,Mua được cá thì đổi tên,cminh949,False,1310,5458,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/75b61872ee7f264e1cb3f0024ea2b51a.jpeg?lk3s=a5d48078&nonce=32147&refresh_token=fbf6f5684245a156f16b64d4c881611a&x-expires=1738990800&x-signature=bccyjYgV436%2FQiDqKJ3Zb2fJY6U%3D&shp=a5d48078&shcp=b59d6b55
6572288271766126594,MẸ KEM NÈ🍦,hong_yen2k1,False,2676,101700,"ĐỒ EM DÙNG ĐỂ Ở ĐÂY NHA
Các mom vào kênh cho em xin 1fl nhé🥰",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fde937297e399296190c9ff4d362b2a1.jpeg?lk3s=a5d48078&nonce=61810&refresh_token=8717d1af441bdb400b5737a71a895cc2&x-expires=1738990800&x-signature=L%2BUvRybKkL0mg%2BcK0%2Bj9yviOQfU%3D&shp=a5d48078&shcp=b59d6b55
7443789090883355656,THẢO THẢO 89,thaothao0489,False,1689,5248,Mình là mẹ bỉm sữa 4 con .Hãy follow mình để mình có thêm động lực bước tiếp nhé,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f72c05a70ea9a76f64e903aa3920daca.jpeg?lk3s=a5d48078&nonce=77296&refresh_token=8d27c894e5e1c431e6397a11d81b0c9e&x-expires=1738915200&x-signature=qHcjlbyMXuZExty00zGbTA%2FOr9c%3D&shp=a5d48078&shcp=b59d6b55
7435513134788396039,Châu Diễm,chaudiem2209,False,2288,23600,"Mẹ bỉm của 2 em: Cu Tý_Cu Thìn, chia sẻ những gì mình biết.
Chân thành, ấm áp.",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e168069dd05fb814c225906aa791d228.jpeg?lk3s=a5d48078&nonce=79629&refresh_token=73fd3e74811cfe2fb1d2d151e364e6c2&x-expires=1738915200&x-signature=oQ8Z4Jc3%2FC7fHHvI3m1yd3mZoWk%3D&shp=a5d48078&shcp=b59d6b55
7466464009274410002,Hạnh tb,hanh90tb,False,996,195,hành trình xây kênh,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/34443de809e270d940f34e6f2f1de5fb.jpeg?lk3s=a5d48078&nonce=85359&refresh_token=60b192fe27b55d49f001df1135ef1740&x-expires=1738915200&x-signature=zrAP7S7buqP7XatDODgljJCoYqA%3D&shp=a5d48078&shcp=b59d6b55
7423729847476995080,lienne98,lienne98,False,1217,2365,"forwork: @3/7/6 bảy năm sáu/8/9/4
👉Trợ lý :@Dương Lôi Thôi",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/da1978723d544557c483c42d2000058a.jpeg?lk3s=a5d48078&nonce=47689&refresh_token=72a30626b26057f95e6353b679271879&x-expires=1738915200&x-signature=qKavqIMzvktp98SUJalCGk0fd2E%3D&shp=a5d48078&shcp=b59d6b55
7465999325950182407,Trung 92,trung.923,False,842,591,Mọi người ủng hộ mẹ bỉm 1 follow  nhé !!,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0188b54bca7916cccc9bd6d1cbbd80a0.jpeg?lk3s=a5d48078&nonce=74819&refresh_token=801f856f5efe4f21b76111d233c24d4b&x-expires=1738915200&x-signature=97cNBBuCCfvu503%2BWAGRCfALN0o%3D&shp=a5d48078&shcp=b59d6b55
6941623573958771713,Giang Đoàn,.giang82,False,1950,8254,Ở đây có thể có đồ bạn cần 🤝🥰,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d1d08523a335c9fd73b287c47a0649db.jpeg?lk3s=a5d48078&nonce=10803&refresh_token=6219c77b4dbd1075047a75685da8ba4e&x-expires=1738915200&x-signature=jAq4HuUE%2FNSu6trR0%2Fiv6aY5ULo%3D&shp=a5d48078&shcp=b59d6b55
7444445863101760520,bepnhalechau2,bepnhalechau2,False,1119,903,Bán hàng gia dụng và đời sống. Tất cả có trong giỏ hàng mời anh chị bấm vào mua,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ac1e84328ecec399b591839c793eae61.jpeg?lk3s=a5d48078&nonce=72721&refresh_token=a5ddb4a698e402dc00a090d59667dd35&x-expires=1738915200&x-signature=OtXKZLVism799ZF2x0bL138MUzY%3D&shp=a5d48078&shcp=b59d6b55
7285283109271536648,mai phương,maiphuong.giaovien,False,7463,33100,"👉Forwork:@967-07-1757
🍀 chia sẻ điều tích cực ☘️
 Đồ mình dùng ở giỏ hàng nhé",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ef0bb8a61bb9235514a5d310a040fe03.jpeg?lk3s=a5d48078&nonce=31250&refresh_token=cdea3e3e2da74da3a26ecc1103ec7c3f&x-expires=1738915200&x-signature=QHi6gd0QjRHsOCo%2BbI4zfZjHf7U%3D&shp=a5d48078&shcp=b59d6b55
7223361900515460098,tienle,tienle5013,False,2474,2733,shopđồ gia dụng mỹ phẩm thời trang,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0e805cda8c4d7c0c2e52ccdce4da6ea2.jpeg?lk3s=a5d48078&nonce=41588&refresh_token=7aca74eec760610a68d313ce5494f7b1&x-expires=1738915200&x-signature=JrRKqcVBzSY%2FUTos5K7SG3E2dcc%3D&shp=a5d48078&shcp=b59d6b55
7300145637772755970,Huệ Xây Kênh,huexaykenhreviewmoithu,False,2130,4444,Chia sẻ tất cả những gì đã trải nghiệm,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/046f2a3720465c9efa4b367721e91483.jpeg?lk3s=a5d48078&nonce=45897&refresh_token=313836a104402461335cd0cdc2686f73&x-expires=1738915200&x-signature=w%2FaUxNkyUjszdQdtBIMUbD468Jo%3D&shp=a5d48078&shcp=b59d6b55
7387303752862417938,Dương Lôi Thôi,duongloithoi85,False,16100,65700,"👉 Forwork :@905-28-0505
Chia sẻ xây kênh k dạy học hay giới thiệu khoá học",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1ee2e1688d64e21b5b5442624a2d5601.jpeg?lk3s=a5d48078&nonce=6609&refresh_token=c1a1f8acd71a69832436f0c2d428de03&x-expires=1738915200&x-signature=1wZEGeH4Cr0DR7oWouKKW6f%2BeEg%3D&shp=a5d48078&shcp=b59d6b55
7119305445453530113,Voc Gia Dụng,bunoc258,False,1285,293,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d914da51b81da2a44aa8d17c5969da7d.jpeg?lk3s=a5d48078&nonce=9113&refresh_token=06f1a74f5b721524e32321c2c4e9cb88&x-expires=1738915200&x-signature=MqsmCXquHG1tC59YRm7bO1GG0to%3D&shp=a5d48078&shcp=b59d6b55
7341958880052102152,Nin trải nghiệm,nintrainghiem,False,1595,2817,"Dùng gì review nấy
Trải nghiệm thật, chia sẻ thật",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4c8b97eabeb3fb6874c389807ecb4652.jpeg?lk3s=a5d48078&nonce=30963&refresh_token=a295672945116d6a2da2c444aa1f0e52&x-expires=1738915200&x-signature=sg4fLTRgXQwBCoziuEXsIIotkJ8%3D&shp=a5d48078&shcp=b59d6b55
6908603537221436417,Dương Lôi Thôi 85,duongloithoihaman,False,127400,3700000,"Cảm ơn mọi người luôn giúp đỡ em ạ
Forwork :@905-28-0505",https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bc27cadbe91d157887a4f0f7a9e799a7~c5_100x100.jpeg?lk3s=a5d48078&nonce=19481&refresh_token=b5035f720e9b1282b4bd4194bd953197&x-expires=1738915200&x-signature=ibzxd8%2FIO9FhXKFF5VF2oKXIfHI%3D&shp=a5d48078&shcp=b59d6b55
6767722921777382401,Mẹ con nhà Bee🐝,linhngo100295,False,1163,1437,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3b9656f7ad3921b0dc62ddf8ec811822.jpeg?lk3s=a5d48078&nonce=34200&refresh_token=73dc8e55350977c5f60a251a0d67892f&x-expires=1738915200&x-signature=yXVEpf8Ljwdew88WqHDH0CPZL4Q%3D&shp=a5d48078&shcp=b59d6b55
7379172537253626897,Dương lôi thôi chia sẻ,duongloithoichiase8,False,16700,132300,"👉🏾 Forwork :@905-28-0505
Fl em nhé cảm ơn mọi người nhiều ạ",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a2c02106f0b220115ebbf0a4660d7738.jpeg?lk3s=a5d48078&nonce=26662&refresh_token=e3db452beebf11ce6252ff8ed1d6d66c&x-expires=1738915200&x-signature=PM4x5XWom00pOBfYnG42rzqPzjM%3D&shp=a5d48078&shcp=b59d6b55
7454452045115278354,Anh Thế,anh.chia.se.04,False,1023,140,Chia sẻ những kiến thức học được,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e9b2f1cb1767e5704d26fd7143a9e859.jpeg?lk3s=a5d48078&nonce=84282&refresh_token=3823a78b2a02ae564a41d5333dc6eb69&x-expires=1738915200&x-signature=U9LwyaaPX%2FvooesR51cjLvDtrD0%3D&shp=a5d48078&shcp=b59d6b55
7373716609745830918,Dương Lôi Thôi review mọi thứ,duongloithoireviewmoithu,False,1439,4469,Fl em để xem nhiều đồ zẻ nhé👇🏻👇🏻👇🏻,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/06e53cfd2f486027832a17051ec5c1db.jpeg?lk3s=a5d48078&nonce=72977&refresh_token=1a250ed042b131e64a67fc3cdab81bff&x-expires=1738915200&x-signature=iF%2BjNuLUBpjHX1aGsa9I1fMdGYk%3D&shp=a5d48078&shcp=b59d6b55
7455898339503391745,Photocopy và gia dụng,th.thy.l744,False,126,246,Bí quyết năng động và khỏe mạnh,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/77637b55990884f158fb0033e35de4ea.jpeg?lk3s=a5d48078&nonce=76350&refresh_token=8ee6242650685927576c6ae74c1f1059&x-expires=1738915200&x-signature=fuLtWlWbFQyfEIjwU6ROk6lBlMs%3D&shp=a5d48078&shcp=b59d6b55
6765064749748995074,SHOP NHÀ MÉN HEO,duongloichoi,False,105000,2000000,Mén Heo Xin Chào !!!!,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/893355fce700258ab4cb8c68da8cf9a3.jpeg?lk3s=a5d48078&nonce=76519&refresh_token=1eaabbeea437bd6f24afca108c40b25f&x-expires=1738915200&x-signature=iDvoJU%2Bi33%2BBTmpK9x2iKisoau4%3D&shp=a5d48078&shcp=b59d6b55
